From	To
P11216	CHEMBL3856
P11217	CHEMBL3526
P11226	CHEMBL1795113
P11229	CHEMBL216
P11230	CHEMBL1907588
P11230	CHEMBL3885508
P11230	CHEMBL4106145
P11233	CHEMBL3879855
P11234	CHEMBL3879851
P11245	CHEMBL2194
P11274	CHEMBL5146
P11308	CHEMBL1293191
P11309	CHEMBL2147
P11310	CHEMBL4295713
P11362	CHEMBL3650
P11387	CHEMBL1781
P11388	CHEMBL1806
P11413	CHEMBL5347
P11473	CHEMBL1977
P11474	CHEMBL3429
P11509	CHEMBL5282
P11511	CHEMBL1978
P11586	CHEMBL2541
P11597	CHEMBL3572
P11678	CHEMBL2438
P11712	CHEMBL3397
P11717	CHEMBL3240
P11766	CHEMBL4116
P11801	CHEMBL4524035
P11802	CHEMBL331
P11831	CHEMBL4523184
P11836	CHEMBL2058
P11926	CHEMBL1869
P11940	CHEMBL1293286
P12004	CHEMBL2346488
P12081	CHEMBL4002
P12104	CHEMBL4879
P12107	CHEMBL2364188
P12109	CHEMBL2364188
P12110	CHEMBL2364188
P12111	CHEMBL2364188
P12236	CHEMBL4105854
P12259	CHEMBL3618
P12268	CHEMBL2002
P12272	CHEMBL3712869
P12277	CHEMBL6049
P12314	CHEMBL5349
P12318	CHEMBL5841
P12319	CHEMBL2248
P12544	CHEMBL4307
P12643	CHEMBL1926496
P12644	CHEMBL5350
P12821	CHEMBL1808
P12829	CHEMBL3831286
P12830	CHEMBL2321609
P12872	CHEMBL5214853
P12883	CHEMBL3831286
P12931	CHEMBL267
P12955	CHEMBL4185
P12956	CHEMBL4106136
P13010	CHEMBL4106136
P13051	CHEMBL3277
P13056	CHEMBL1961787
P13385	CHEMBL3713025
P13497	CHEMBL3898
P13500	CHEMBL1649052
P13501	CHEMBL1275217
P13533	CHEMBL3831286
P13569	CHEMBL4051
P13584	CHEMBL4523986
P13591	CHEMBL3712938
P13612	CHEMBL278
P13631	CHEMBL2003
P13637	CHEMBL2095186
P13639	CHEMBL1795108
P13667	CHEMBL4295717
P13674	CHEMBL1250350
P13716	CHEMBL3126
P13726	CHEMBL4081
P13762	CHEMBL3988561
P13796	CHEMBL4295718
P13798	CHEMBL1741174
P13807	CHEMBL4000
P13861	CHEMBL2221
P13866	CHEMBL4979
P13942	CHEMBL2364188
P13945	CHEMBL246
P13995	CHEMBL3621036
P14060	CHEMBL1958
P14061	CHEMBL3181
P14091	CHEMBL3092
P14151	CHEMBL3161
P14174	CHEMBL2085
P14207	CHEMBL5064
P14210	CHEMBL5479
P14222	CHEMBL5480
P14324	CHEMBL1782
P14384	CHEMBL3038
P14410	CHEMBL2748
P14415	CHEMBL2095186
P14416	CHEMBL217
P14550	CHEMBL2246
P14555	CHEMBL3474
P14598	CHEMBL1613743
P14616	CHEMBL5483
P14618	CHEMBL1075189
P14625	CHEMBL1075323
P14635	CHEMBL2412
P14672	CHEMBL5874
P14679	CHEMBL1973
P14735	CHEMBL1293287
P14778	CHEMBL1959
P14780	CHEMBL321
P14784	CHEMBL3276
P14859	CHEMBL3509601
P14867	CHEMBL1962
P14902	CHEMBL4685
P14920	CHEMBL5485
P14927	CHEMBL1671612
P15056	CHEMBL5145
P15085	CHEMBL2088
P15086	CHEMBL2552
P15088	CHEMBL2645
P15090	CHEMBL2083
P15104	CHEMBL4612
P15121	CHEMBL1900
P15144	CHEMBL1907
P15153	CHEMBL5581
P15169	CHEMBL4713
P15170	CHEMBL4523593
P15248	CHEMBL3712932
P15260	CHEMBL2364171
P15289	CHEMBL2193
P15291	CHEMBL4384
P15309	CHEMBL2633
P15311	CHEMBL1932896
P15313	CHEMBL3217
P15328	CHEMBL2121
P15374	CHEMBL6195
P15382	CHEMBL4872
P15391	CHEMBL3390821
P15428	CHEMBL1293255
P15498	CHEMBL3259472
P15502	CHEMBL3713712
P15509	CHEMBL2364169
P15514	CHEMBL3731
P15531	CHEMBL2159
P15538	CHEMBL1908
P15559	CHEMBL3623
P15692	CHEMBL1783
P15735	CHEMBL2349
P15813	CHEMBL1649053
P15822	CHEMBL2909
P15848	CHEMBL2399
P15884	CHEMBL3885541
P15907	CHEMBL3596075
P15941	CHEMBL3580494
P16050	CHEMBL2903
P16066	CHEMBL1988
P16070	CHEMBL3232692
P16083	CHEMBL3959
P16109	CHEMBL5378
P16118	CHEMBL3421524
P16152	CHEMBL5586
P16220	CHEMBL5587
P16233	CHEMBL1812
P16234	CHEMBL2007
P16278	CHEMBL2522
P16298	CHEMBL5278
P16333	CHEMBL4846
P16389	CHEMBL2086
P16410	CHEMBL2364164
P16422	CHEMBL3580493
P16435	CHEMBL2169731
P16442	CHEMBL2321639
P16444	CHEMBL1989
P16455	CHEMBL2864
P16471	CHEMBL5588
P16473	CHEMBL1963
P16499	CHEMBL3878
P16519	CHEMBL2433
P16581	CHEMBL3890
P16591	CHEMBL3982
P16615	CHEMBL3901
P16662	CHEMBL4370
P16671	CHEMBL1744526
P16885	CHEMBL4100
P16949	CHEMBL3879843
P16989	CHEMBL4295720
P17050	CHEMBL3132
P17066	CHEMBL3232688
P17081	CHEMBL4295721
P17174	CHEMBL2189139
P17181	CHEMBL1887
P17252	CHEMBL299
P17301	CHEMBL4998
P17302	CHEMBL4680024
P17342	CHEMBL2247
P17405	CHEMBL2760
P17516	CHEMBL4999
P17535	CHEMBL4630755
P17538	CHEMBL4796
P17568	CHEMBL2363065
P17612	CHEMBL4101
P17643	CHEMBL3712886
P17655	CHEMBL2382
P17658	CHEMBL5279
P17706	CHEMBL3807
P17707	CHEMBL4181
P17735	CHEMBL3043
P17752	CHEMBL5689
P17787	CHEMBL1883
P17813	CHEMBL3712885
P17844	CHEMBL4295722
P17858	CHEMBL2191
P17861	CHEMBL1741176
P17927	CHEMBL3713643
P17931	CHEMBL4531
P17936	CHEMBL3997
P17948	CHEMBL1868
P17980	CHEMBL2364701
P18031	CHEMBL335
P18054	CHEMBL3687
P18065	CHEMBL3088
P18074	CHEMBL4105743
P18084	CHEMBL2096675
P18084	CHEMBL4106150
P18089	CHEMBL1942
P18146	CHEMBL3616355
P18206	CHEMBL4295723
P18405	CHEMBL1787
P18433	CHEMBL3918
P18440	CHEMBL5101
P18505	CHEMBL4558
P18507	CHEMBL2094120
P18507	CHEMBL2094121
P18507	CHEMBL2094122
P18507	CHEMBL2094130
P18507	CHEMBL2095172
P18507	CHEMBL2095190
P18507	CHEMBL2111339
P18507	CHEMBL2111366
P18507	CHEMBL2111370
P18507	CHEMBL2111392
P18507	CHEMBL2111413
P18507	CHEMBL4523638
P18507	CHEMBL4523640
P18507	CHEMBL4523641
P18510	CHEMBL4523191
P18545	CHEMBL2097163
P18545	CHEMBL2363066
P18564	CHEMBL2111416
P18627	CHEMBL4630881
P18669	CHEMBL3334418
P18825	CHEMBL1916
P18827	CHEMBL3712898
P18846	CHEMBL3255
P18858	CHEMBL5694
P19021	CHEMBL2544
P19022	CHEMBL1697669
P19099	CHEMBL2722
P19113	CHEMBL4523192
P19174	CHEMBL3964
P19224	CHEMBL1743316
P19235	CHEMBL1817
P19256	CHEMBL3790
P19320	CHEMBL3735
P19338	CHEMBL4295725
P19367	CHEMBL2688
P19404	CHEMBL2363065
P19419	CHEMBL4453
P19429	CHEMBL2095202
P19438	CHEMBL3378
P19440	CHEMBL5696
P19447	CHEMBL4523193
P19525	CHEMBL5785
P19532	CHEMBL4295726
P19544	CHEMBL4662942
P19623	CHEMBL4232
P19634	CHEMBL2781
P19652	CHEMBL5958
P19784	CHEMBL4070
P19793	CHEMBL2061
P19801	CHEMBL2118
P19823	CHEMBL4295727
P19835	CHEMBL3219
P19838	CHEMBL3251
P19875	CHEMBL3286076
P19971	CHEMBL3106
P20138	CHEMBL1842
P20142	CHEMBL2136
P20151	CHEMBL2442
P20231	CHEMBL4523196
P20248	CHEMBL2582
P20264	CHEMBL5243
P20265	CHEMBL4189
P20273	CHEMBL3218
P20292	CHEMBL4550
P20309	CHEMBL245
P20333	CHEMBL1250356
P20340	CHEMBL4105703
P20393	CHEMBL1961783
P20594	CHEMBL1795
P20618	CHEMBL4208
P20645	CHEMBL5788
P20648	CHEMBL2095173
P20701	CHEMBL1803
P20711	CHEMBL1843
P20749	CHEMBL4523197
P20794	CHEMBL1163106
P20813	CHEMBL4729
P20815	CHEMBL3019
P20839	CHEMBL1822
P20848	CHEMBL4879431
P20853	CHEMBL4523986
P20908	CHEMBL2364188
P20916	CHEMBL5807
P21127	CHEMBL5808
P21217	CHEMBL3269
P21246	CHEMBL4523199
P21266	CHEMBL2242
P21281	CHEMBL5641
P21291	CHEMBL4295728
P21333	CHEMBL4804243
P21397	CHEMBL1951
P21439	CHEMBL1743129
P21452	CHEMBL2327
P21453	CHEMBL4333
P21462	CHEMBL3359
P21549	CHEMBL5169121
P21554	CHEMBL218
P21580	CHEMBL4523200
P21583	CHEMBL2346489
P21589	CHEMBL5957
P21673	CHEMBL4286
P21675	CHEMBL3217390
P21709	CHEMBL5810
P21728	CHEMBL2056
P21730	CHEMBL2373
P21731	CHEMBL2069
P21741	CHEMBL1949490
P21757	CHEMBL5811
P21781	CHEMBL3286071
P21796	CHEMBL4295729
P21802	CHEMBL4142
P21817	CHEMBL1846
P21854	CHEMBL5169122
P21860	CHEMBL5838
P21912	CHEMBL4105824
P21917	CHEMBL219
P21918	CHEMBL1850
P21964	CHEMBL2023
P21980	CHEMBL2730
P22001	CHEMBL4633
P22004	CHEMBL3286078
P22059	CHEMBL4523203
P22061	CHEMBL4240
P22079	CHEMBL5898
P22083	CHEMBL4996
P22102	CHEMBL3972
P22223	CHEMBL3989384
P22234	CHEMBL5922
P22301	CHEMBL3712920
P22303	CHEMBL220
P22307	CHEMBL5950
P22309	CHEMBL1287617
P22310	CHEMBL3619
P22314	CHEMBL5924
P22392	CHEMBL2160
P22413	CHEMBL5925
P22455	CHEMBL3973
P22459	CHEMBL4205
P22460	CHEMBL4306
P22607	CHEMBL2742
P22612	CHEMBL2743
P22626	CHEMBL3124741
P22674	CHEMBL4105895
P22680	CHEMBL1851
P22692	CHEMBL2310
P22694	CHEMBL2918
P22732	CHEMBL5875
P22735	CHEMBL2810
P22736	CHEMBL1293229
P22748	CHEMBL3729
P22760	CHEMBL3509584
P22830	CHEMBL3879831
P22888	CHEMBL1854
P22894	CHEMBL4588
P22897	CHEMBL2176854
P23025	CHEMBL4105801
P23109	CHEMBL2869
P23141	CHEMBL2265
P23219	CHEMBL221
P23229	CHEMBL3716
P23280	CHEMBL3025
P23284	CHEMBL2075
P23415	CHEMBL5845
P23416	CHEMBL5871
P23443	CHEMBL4501
P23458	CHEMBL2835
P23467	CHEMBL2706
P23469	CHEMBL4850
P23470	CHEMBL4905
P23471	CHEMBL4295730
P23510	CHEMBL3712900
P23526	CHEMBL2664
P23528	CHEMBL1075129
P23560	CHEMBL4523205
P23588	CHEMBL3308928
P23677	CHEMBL5164
P23743	CHEMBL4105787
P23769	CHEMBL4523206
P23786	CHEMBL3238
P23919	CHEMBL4388
P23921	CHEMBL1830
P23945	CHEMBL2024
P23946	CHEMBL4068
P23975	CHEMBL222
P24043	CHEMBL2364187
P24046	CHEMBL3561
P24158	CHEMBL3900
P24298	CHEMBL5929
P24347	CHEMBL2867
P24385	CHEMBL3610
P24386	CHEMBL5169124
P24387	CHEMBL5930
P24394	CHEMBL3580490
P24462	CHEMBL3341582
P24468	CHEMBL1961790
P24530	CHEMBL1785
P24534	CHEMBL4295731
P24557	CHEMBL1835
P24592	CHEMBL2139
P24593	CHEMBL2665
P24666	CHEMBL4903
P24723	CHEMBL3616
P24752	CHEMBL2616
P24821	CHEMBL3712856
P24855	CHEMBL3351219
P24863	CHEMBL3038474
P24863	CHEMBL3883323
P24863	CHEMBL4888443
P24863	CHEMBL4888454
P24864	CHEMBL3617
P24903	CHEMBL4523986
P24928	CHEMBL1641353
P24941	CHEMBL301
P25021	CHEMBL1941
P25024	CHEMBL4029
P25025	CHEMBL2434
P25054	CHEMBL3233
P25090	CHEMBL4227
P25092	CHEMBL1795197
P25098	CHEMBL4079
P25100	CHEMBL223
P25101	CHEMBL252
P25103	CHEMBL249
P25105	CHEMBL250
P25106	CHEMBL2010631
P25116	CHEMBL3974
P25205	CHEMBL4630813
P25391	CHEMBL4523594
P25440	CHEMBL1293289
P25445	CHEMBL4523207
P25705	CHEMBL2062351
P25774	CHEMBL2954
P25786	CHEMBL4879432
P25787	CHEMBL2364701
P25787	CHEMBL3831201
P25788	CHEMBL2364701
P25788	CHEMBL3831201
P25789	CHEMBL2364701
P25789	CHEMBL3831201
P25791	CHEMBL3217402
P25929	CHEMBL4777
P25940	CHEMBL2364188
P25942	CHEMBL1250358
P25963	CHEMBL2898
P26006	CHEMBL3525
P26010	CHEMBL2979
P26012	CHEMBL3430892
P26038	CHEMBL4295733
P26045	CHEMBL2396509
P26196	CHEMBL4105783
P26358	CHEMBL1993
P26439	CHEMBL3670
P26447	CHEMBL2362976
P26572	CHEMBL2375207
P26583	CHEMBL4295734
P26599	CHEMBL1293230
P26639	CHEMBL3391
P26640	CHEMBL2612
P26641	CHEMBL4295735
P26715	CHEMBL4630892
P26842	CHEMBL3713333
P26885	CHEMBL4105949
P26927	CHEMBL6042
P26951	CHEMBL3712987
P27037	CHEMBL5616
P27144	CHEMBL4926
P27169	CHEMBL3167
P27338	CHEMBL2039
P27348	CHEMBL3710408
P27361	CHEMBL3385
P27448	CHEMBL5600
P27482	CHEMBL5169127
P27487	CHEMBL284
P27540	CHEMBL5618
P27694	CHEMBL1764940
P27695	CHEMBL5619
P27707	CHEMBL2447
P27708	CHEMBL3093
P27815	CHEMBL254
P27824	CHEMBL2719
P27986	CHEMBL2506
P27987	CHEMBL5165
P28062	CHEMBL5620
P28065	CHEMBL1944495
P28066	CHEMBL2364701
P28066	CHEMBL3831201
P28070	CHEMBL4879435
P28072	CHEMBL1944496
P28074	CHEMBL4662
P28161	CHEMBL4589
P28221	CHEMBL1983
P28222	CHEMBL1898
P28223	CHEMBL224
P28300	CHEMBL2249
P28329	CHEMBL4039
P28331	CHEMBL2363065
P28332	CHEMBL2096668
P28335	CHEMBL225
P28336	CHEMBL3636
P28340	CHEMBL2735
P28347	CHEMBL3334416
P28472	CHEMBL1847
P28476	CHEMBL2375
P28482	CHEMBL4040
P28562	CHEMBL6026
P28566	CHEMBL2182
P28702	CHEMBL1870
P28715	CHEMBL4736
P28827	CHEMBL4661
P28838	CHEMBL3965
P28845	CHEMBL4235
P28907	CHEMBL4660
P28908	CHEMBL2364161
P29033	CHEMBL4295738
P29074	CHEMBL3165
P29120	CHEMBL3182
P29122	CHEMBL2951
P29144	CHEMBL6156
P29218	CHEMBL1786
P29274	CHEMBL251
P29275	CHEMBL255
P29279	CHEMBL3712901
P29317	CHEMBL2068
P29320	CHEMBL4954
P29322	CHEMBL4134
P29323	CHEMBL3290
P29350	CHEMBL3166
P29353	CHEMBL5626
P29371	CHEMBL4429
P29372	CHEMBL3396943
P29373	CHEMBL2692
P29374	CHEMBL3709855
P29375	CHEMBL2424504
P29376	CHEMBL5627
P29400	CHEMBL2364188
P29401	CHEMBL4983
P29459	CHEMBL2364153
P29460	CHEMBL3580484
P29466	CHEMBL4801
P29474	CHEMBL4803
P29475	CHEMBL3568
P29597	CHEMBL3553
P29692	CHEMBL4295739
P29762	CHEMBL2079
P29965	CHEMBL3580491
P29966	CHEMBL4804244
P29972	CHEMBL4523210
P29992	CHEMBL4295740
P30038	CHEMBL3414418
P30041	CHEMBL4295741
P30043	CHEMBL5019
P30044	CHEMBL3627586
P30048	CHEMBL4295742
P30084	CHEMBL4523211
P30085	CHEMBL5681
P30086	CHEMBL4105856
P30101	CHEMBL4296001
P30203	CHEMBL3712853
P30279	CHEMBL2095942
P30279	CHEMBL3301385
P30279	CHEMBL3301386
P30281	CHEMBL2422
P30291	CHEMBL5491
P30304	CHEMBL3775
P30305	CHEMBL4804
P30307	CHEMBL2378
P30405	CHEMBL3325306
P30411	CHEMBL3157
P30419	CHEMBL2593
P30518	CHEMBL1790
P30519	CHEMBL2546
P30520	CHEMBL4875
P30530	CHEMBL4895
P30531	CHEMBL1903
P30532	CHEMBL3038461
P30532	CHEMBL3137272
P30532	CHEMBL3137273
P30536	CHEMBL5742
P30542	CHEMBL226
P30550	CHEMBL4959
P30556	CHEMBL227
P30559	CHEMBL2049
P30613	CHEMBL1075126
P30711	CHEMBL2141
P30837	CHEMBL4881
P30838	CHEMBL3578
P30872	CHEMBL1917
P30874	CHEMBL1804
P30926	CHEMBL1907591
P30926	CHEMBL1907594
P30926	CHEMBL2109230
P30926	CHEMBL3038459
P30926	CHEMBL3137273
P30926	CHEMBL3137285
P30926	CHEMBL3885595
P30939	CHEMBL1805
P30968	CHEMBL1855
P30988	CHEMBL1832
P30989	CHEMBL4123
P31040	CHEMBL5758
P31146	CHEMBL5169128
P31152	CHEMBL5759
P31153	CHEMBL3313835
P31213	CHEMBL1856
P31321	CHEMBL2320
P31323	CHEMBL2270
P31327	CHEMBL2362990
P31350	CHEMBL1954
P31358	CHEMBL1912
P31391	CHEMBL1853
P31512	CHEMBL3542432
P31513	CHEMBL3430864
P31629	CHEMBL4523214
P31639	CHEMBL3884
P31641	CHEMBL5762
P31644	CHEMBL5112
P31645	CHEMBL228
P31689	CHEMBL2189122
P31749	CHEMBL4282
P31751	CHEMBL2431
P31785	CHEMBL2364167
P31785	CHEMBL4665588
P31785	CHEMBL4665592
P31937	CHEMBL4523215
P31939	CHEMBL2518
P31941	CHEMBL1741179
P31943	CHEMBL3797013
P31944	CHEMBL5991
P31946	CHEMBL3710403
P31947	CHEMBL1909482
P31948	CHEMBL4523216
P31994	CHEMBL4662940
P32004	CHEMBL5169129
P32019	CHEMBL2636
P32119	CHEMBL4295744
P32189	CHEMBL2300
P32238	CHEMBL1901
P32239	CHEMBL298
P32241	CHEMBL5144
P32245	CHEMBL259
P32246	CHEMBL2413
P32247	CHEMBL4080
P32248	CHEMBL4594
P32249	CHEMBL3259470
P32297	CHEMBL3068
P32298	CHEMBL5861
P32302	CHEMBL1075315
P32320	CHEMBL4502
P32321	CHEMBL5675
P32322	CHEMBL4296002
P32418	CHEMBL4076
P32745	CHEMBL2028
P32754	CHEMBL1861
P32881	CHEMBL3856161
P32927	CHEMBL2364169
P32927	CHEMBL4804252
P32929	CHEMBL4295745
P32942	CHEMBL3712862
P32970	CHEMBL3712913
P33032	CHEMBL4608
P33121	CHEMBL4295746
P33176	CHEMBL5864
P33260	CHEMBL2408
P33261	CHEMBL3622
P33316	CHEMBL5203
P33402	CHEMBL2111348
P33527	CHEMBL3004
P33681	CHEMBL2364157
P33908	CHEMBL5915
P33981	CHEMBL3983
P33991	CHEMBL4105745
P33992	CHEMBL4630815
P33993	CHEMBL4630816
P34059	CHEMBL4523218
P34741	CHEMBL4888448
P34896	CHEMBL1772927
P34897	CHEMBL4295747
P34903	CHEMBL3026
P34913	CHEMBL2409
P34932	CHEMBL5169130
P34947	CHEMBL5678
P34949	CHEMBL2758
P34969	CHEMBL3155
P34972	CHEMBL253
P34981	CHEMBL1810
P34995	CHEMBL1811
P34998	CHEMBL1800
P35030	CHEMBL4551
P35125	CHEMBL4630817
P35218	CHEMBL4789
P35221	CHEMBL4295748
P35222	CHEMBL5866
P35225	CHEMBL3580486
P35226	CHEMBL4295749
P35228	CHEMBL4481
P35232	CHEMBL4295750
P35236	CHEMBL2219
P35247	CHEMBL2176857
P35270	CHEMBL3988583
P35318	CHEMBL2062356
P35346	CHEMBL1792
P35348	CHEMBL229
P35354	CHEMBL230
P35367	CHEMBL231
P35368	CHEMBL232
P35372	CHEMBL233
P35398	CHEMBL5868
P35408	CHEMBL1836
P35410	CHEMBL4523857
P35414	CHEMBL1628481
P35462	CHEMBL234
P35475	CHEMBL5169131
P35498	CHEMBL1845
P35499	CHEMBL2072
P35503	CHEMBL3542435
P35504	CHEMBL4523985
P35520	CHEMBL3399911
P35557	CHEMBL3820
P35558	CHEMBL2911
P35568	CHEMBL4523219
P35573	CHEMBL5272
P35575	CHEMBL2282
P35579	CHEMBL2189151
P35580	CHEMBL4105746
P35590	CHEMBL5274
P35610	CHEMBL2782
P35613	CHEMBL3580492
P35626	CHEMBL1075166
P35638	CHEMBL3351207
P35713	CHEMBL4523220
P35790	CHEMBL3117
P35813	CHEMBL2437
P35869	CHEMBL3201
P35913	CHEMBL3430880
P35916	CHEMBL1955
P35968	CHEMBL279
P35998	CHEMBL2364701
P36404	CHEMBL4295751
P36507	CHEMBL2964
P36537	CHEMBL6160
P36542	CHEMBL4295752
P36544	CHEMBL2492
P36551	CHEMBL1681618
P36639	CHEMBL3708265
P36776	CHEMBL4879436
P36873	CHEMBL4438
P36888	CHEMBL1974
P36894	CHEMBL5275
P36896	CHEMBL5310
P36897	CHEMBL4439
P36941	CHEMBL1250360
P36955	CHEMBL4295753
P36956	CHEMBL4630818
P37023	CHEMBL5311
P37058	CHEMBL4234
P37059	CHEMBL2789
P37088	CHEMBL1791
P37173	CHEMBL4267
P37231	CHEMBL235
P37235	CHEMBL4295755
P37268	CHEMBL3338
P37288	CHEMBL1889
P37840	CHEMBL6152
P38117	CHEMBL4105744
P38398	CHEMBL5990
P38435	CHEMBL2012
P38484	CHEMBL2364171
P38571	CHEMBL4184
P38606	CHEMBL4295756
P38646	CHEMBL4295757
P38919	CHEMBL4105832
P38936	CHEMBL5021
P39059	CHEMBL2364188
P39060	CHEMBL2364188
P39086	CHEMBL1918
P39656	CHEMBL4239
P39687	CHEMBL4295758
P39748	CHEMBL5027
P39877	CHEMBL4323
P39900	CHEMBL4393
P40145	CHEMBL2960
P40189	CHEMBL3124734
P40225	CHEMBL1293256
P40238	CHEMBL1864
P40259	CHEMBL3712852
P40261	CHEMBL2346486
P40306	CHEMBL3317334
P40313	CHEMBL4873
P40337	CHEMBL3108660
P40394	CHEMBL3867
P40763	CHEMBL4026
P40818	CHEMBL2157854
P40879	CHEMBL4523223
P40925	CHEMBL3560
P40926	CHEMBL5917
P40933	CHEMBL3712954
P40937	CHEMBL4296000
P40939	CHEMBL4295759
P40967	CHEMBL3712988
P41134	CHEMBL1075116
P41143	CHEMBL236
P41145	CHEMBL237
P41146	CHEMBL2014
P41180	CHEMBL1878
P41181	CHEMBL4523224
P41182	CHEMBL4105786
P41212	CHEMBL2401606
P41217	CHEMBL3712870
P41222	CHEMBL3430865
P41226	CHEMBL2321623
P41227	CHEMBL4630819
P41229	CHEMBL2163176
P41231	CHEMBL4398
P41235	CHEMBL5398
P41240	CHEMBL2634
P41250	CHEMBL4105815
P41252	CHEMBL3235
P41279	CHEMBL4899
P41440	CHEMBL4833
P41586	CHEMBL5399
P41587	CHEMBL4532
P41594	CHEMBL3227
P41595	CHEMBL1833
P41597	CHEMBL4015
P41743	CHEMBL2598
P41968	CHEMBL4644
P42081	CHEMBL2364156
P42224	CHEMBL6101
P42226	CHEMBL5401
P42229	CHEMBL5403
P42261	CHEMBL2009
P42262	CHEMBL4016
P42263	CHEMBL3595
P42285	CHEMBL4105889
P42330	CHEMBL4681
P42336	CHEMBL4005
P42338	CHEMBL3145
P42345	CHEMBL2842
P42356	CHEMBL3667
P42357	CHEMBL4003
P42566	CHEMBL4295760
P42568	CHEMBL4295761
P42574	CHEMBL2334
P42575	CHEMBL4884
P42677	CHEMBL1932893
P42679	CHEMBL4175
P42680	CHEMBL4246
P42681	CHEMBL4367
P42684	CHEMBL4014
P42685	CHEMBL4223
P42701	CHEMBL4523226
P42704	CHEMBL4295762
P42771	CHEMBL4680027
P42785	CHEMBL2335
P42858	CHEMBL5514
P42892	CHEMBL4791
P43003	CHEMBL3085
P43004	CHEMBL4973
P43005	CHEMBL2721
P43007	CHEMBL2315
P43088	CHEMBL1987
P43115	CHEMBL3710
P43116	CHEMBL1881
P43119	CHEMBL1995
P43121	CHEMBL3712863
P43155	CHEMBL3184
P43166	CHEMBL2326
P43220	CHEMBL1784
P43235	CHEMBL268
P43246	CHEMBL4296019
P43250	CHEMBL6144
P43251	CHEMBL4802066
P43304	CHEMBL3391681
P43320	CHEMBL4296284
P43351	CHEMBL2362978
P43353	CHEMBL3542434
P43354	CHEMBL5002
P43357	CHEMBL4662941
P43358	CHEMBL4296022
P43378	CHEMBL6117
P43403	CHEMBL2803
P43405	CHEMBL2599
P43489	CHEMBL3989383
P43490	CHEMBL1744525
P43626	CHEMBL3712912
P43627	CHEMBL3833441
P43628	CHEMBL3713026
P43630	CHEMBL4630895
P43657	CHEMBL2331058
P43681	CHEMBL1882
P43686	CHEMBL3831205
P43694	CHEMBL1687679
P45378	CHEMBL3831282
P45379	CHEMBL2095202
P45452	CHEMBL280
P45877	CHEMBL2424505
P45880	CHEMBL6190
P45973	CHEMBL3826867
P45974	CHEMBL6158
P45983	CHEMBL2276
P45984	CHEMBL4179
P45985	CHEMBL2897
P46019	CHEMBL2906
P46020	CHEMBL2111324
P46059	CHEMBL4605
P46063	CHEMBL1293236
P46089	CHEMBL4523856
P46091	CHEMBL4523229
P46092	CHEMBL2321628
P46093	CHEMBL3638324
P46094	CHEMBL4339
P46095	CHEMBL3714130
P46098	CHEMBL1899
P46108	CHEMBL5005
P46439	CHEMBL2819
P46459	CHEMBL2311231
P46527	CHEMBL3758070
P46531	CHEMBL2146346
P46663	CHEMBL4308
P46721	CHEMBL1743123
P46734	CHEMBL2109
P46736	CHEMBL4105965
P46821	CHEMBL3217382
P46934	CHEMBL3621023
P46937	CHEMBL3334415
P46939	CHEMBL4523230
P46940	CHEMBL4295763
P46952	CHEMBL3108657
P47211	CHEMBL4894
P47712	CHEMBL3816
P47756	CHEMBL4295764
P47775	CHEMBL5006
P47869	CHEMBL4956
P47870	CHEMBL1920
P47871	CHEMBL1985
P47872	CHEMBL1925
P47895	CHEMBL3579
P47897	CHEMBL3054
P47898	CHEMBL3426
P47900	CHEMBL4315
P47901	CHEMBL1921
P47929	CHEMBL5008
P47989	CHEMBL1929
P48023	CHEMBL5714
P48029	CHEMBL5209634
P48039	CHEMBL1945
P48048	CHEMBL1293292
P48050	CHEMBL2146347
P48051	CHEMBL2406895
P48052	CHEMBL4939
P48058	CHEMBL3190
P48061	CHEMBL3286074
P48065	CHEMBL3715
P48066	CHEMBL5208
P48067	CHEMBL2337
P48145	CHEMBL1293293
P48146	CHEMBL4523864
P48147	CHEMBL3202
P48163	CHEMBL3495
P48167	CHEMBL2363052
P48167	CHEMBL4106144
P48167	CHEMBL4296075
P48169	CHEMBL2472
P48357	CHEMBL5913
P48426	CHEMBL1795194
P48436	CHEMBL4523231
P48443	CHEMBL2004
P48448	CHEMBL3542434
P48449	CHEMBL3593
P48506	CHEMBL4055
P48507	CHEMBL4295765
P48544	CHEMBL1914278
P48546	CHEMBL4383
P48547	CHEMBL5529
P48549	CHEMBL1914277
P48551	CHEMBL2364170
P48556	CHEMBL2364701
P48643	CHEMBL4295766
P48729	CHEMBL2793
P48730	CHEMBL2828
P48735	CHEMBL3991501
P48736	CHEMBL3267
P48740	CHEMBL4295768
P48764	CHEMBL3273
P48775	CHEMBL2140
P48788	CHEMBL3831282
P48960	CHEMBL4523865
P48995	CHEMBL4296083
P48995	CHEMBL4523660
P48995	CHEMBL4523661
P49005	CHEMBL2363042
P49019	CHEMBL4421
P49023	CHEMBL5715
P49116	CHEMBL5716
P49137	CHEMBL2208
P49146	CHEMBL4018
P49189	CHEMBL2542
P49190	CHEMBL4105836
P49238	CHEMBL4843
P49279	CHEMBL2052040
P49281	CHEMBL1932895
P49286	CHEMBL1946
P49326	CHEMBL3430871
P49327	CHEMBL4158
P49336	CHEMBL5719
P49354	CHEMBL271
P49356	CHEMBL272
P49366	CHEMBL4415
P49406	CHEMBL4295771
P49407	CHEMBL1795088
P49411	CHEMBL4105970
P49585	CHEMBL4105855
