From	To
Q99N42	CHEMBL2606
Q01337	CHEMBL4826
P32300	CHEMBL3222
Q8BHC7	CHEMBL3259510
Q9WVC8	CHEMBL4523503
P49660	CHEMBL4397
P97288	CHEMBL2183
P04202	CHEMBL4295696
P56818	CHEMBL4593
P41149	CHEMBL4489
P35436	CHEMBL3832634
Q99J95	CHEMBL4105875
P32211	CHEMBL4572
P97454	CHEMBL3883282
Q00175	CHEMBL4969
P48760	CHEMBL2890
P26231	CHEMBL4879433
Q9ES90	CHEMBL2390813
P16858	CHEMBL3309048
P08113	CHEMBL3425396
P03958	CHEMBL3206
Q9Z0E8	CHEMBL2073665
P10417	CHEMBL3309111
Q61180	CHEMBL3608200
Q91Y47	CHEMBL5169185
Q62120	CHEMBL1649049
Q9CWJ9	CHEMBL2277
P62965	CHEMBL3208
Q80UM7	CHEMBL4523366
P11610	CHEMBL4523997
P22518	CHEMBL1075280
Q3UR32	CHEMBL2401608
Q2MKA5	CHEMBL3350222
P70263	CHEMBL3933
P28571	CHEMBL1075303
P54763	CHEMBL5961
Q64481	CHEMBL3637781
O08530	CHEMBL1914262
P30557	CHEMBL4336
Q8VCT4	CHEMBL3137293
Q2TV84	CHEMBL4879460
Q61337	CHEMBL5385
Q62413	CHEMBL4739690
P51141	CHEMBL3813590
Q04519	CHEMBL4295802
P97494	CHEMBL2366483
Q8BLD9	CHEMBL2737
P06537	CHEMBL3144
Q8VIH9	CHEMBL2346494
P97504	CHEMBL2034793
Q9CQ65	CHEMBL2663
Q62141	CHEMBL4105761
Q61125	CHEMBL1250407
O08908	CHEMBL4106167
P28334	CHEMBL3708691
Q6ZQ58	CHEMBL4879482
P04925	CHEMBL3698
Q80TJ7	CHEMBL3038497
O08553	CHEMBL1075160
P56485	CHEMBL4105796
P28293	CHEMBL5622
P27808	CHEMBL4524036
P14206	CHEMBL1075301
P25085	CHEMBL3414413
P48744	CHEMBL2176820
Q9R0N0	CHEMBL5169202
P20352	CHEMBL5787
Q9JHE3	CHEMBL2146344
Q99KR7	CHEMBL3804752
P21275	CHEMBL2384894
Q61618	CHEMBL1075269
P37172	CHEMBL3309042
P49681	CHEMBL1938219
P23492	CHEMBL2215
O88572	CHEMBL4296099
P54830	CHEMBL4523242
P42225	CHEMBL1667670
O35491	CHEMBL1075281
Q8QZW7	CHEMBL2094133
P22935	CHEMBL4172
P43680	CHEMBL4523228
Q8BVW0	CHEMBL3635
P06151	CHEMBL4879426
O35448	CHEMBL3259496
Q9Z0J4	CHEMBL4719
Q8R4G9	CHEMBL3885609
Q91ZU9	CHEMBL3832634
O70126	CHEMBL1075275
O35604	CHEMBL2321610
O35083	CHEMBL2844
P41245	CHEMBL2214
F6ZDS4	CHEMBL2439946
Q60963	CHEMBL5383
P61922	CHEMBL4523258
P31648	CHEMBL5445
Q9JL06	CHEMBL4523464
P43117	CHEMBL5000
Q99N23	CHEMBL5973
P16054	CHEMBL4366
O88942	CHEMBL6034
P83741	CHEMBL2176799
Q9QXZ6	CHEMBL2073696
Q91VN0	CHEMBL4296099
P38532	CHEMBL5313
O08755	CHEMBL2176818
Q9D4B1	CHEMBL4523444
Q8VCN5	CHEMBL4680037
P07901	CHEMBL4197
P84078	CHEMBL1075273
Q6URW6	CHEMBL4295870
P97823	CHEMBL3259479
P97310	CHEMBL4879449
P35710	CHEMBL2176780
P31750	CHEMBL5859
Q9Z2H5	CHEMBL4879527
Q61176	CHEMBL4630836
A6H5Y3	CHEMBL3188
Q60823	CHEMBL5382
B2RY04	CHEMBL4739665
Q9WTN3	CHEMBL3616359
Q01097	CHEMBL3442
O54754	CHEMBL1641354
Q91ZR5	CHEMBL3886121
Q9D099	CHEMBL4879509
Q99MB1	CHEMBL2146340
Q01279	CHEMBL3608
O70305	CHEMBL4630804
Q91WR5	CHEMBL1075270
O88908	CHEMBL2653
Q920A5	CHEMBL3259511
Q8BZ21	CHEMBL4523382
O55192	CHEMBL2370
Q61091	CHEMBL4523332
Q61214	CHEMBL4750
Q7TQP3	CHEMBL5263
O88522	CHEMBL4524000
Q61614	CHEMBL2286
Q8BVG4	CHEMBL3259484
Q3UWM4	CHEMBL3038497
Q60751	CHEMBL5381
Q91WG5	CHEMBL4524004
Q9EPB7	CHEMBL3879835
Q64511	CHEMBL5564
Q6QLQ4	CHEMBL2034809
Q9QYR9	CHEMBL3259488
P19091	CHEMBL3056
Q9JJH7	CHEMBL3886124
Q91WP6	CHEMBL5169184
Q8BH64	CHEMBL4879485
P10605	CHEMBL5187
Q9CZU6	CHEMBL2176798
Q08775	CHEMBL1681609
Q9D8T2	CHEMBL4523446
P02089	CHEMBL4007
Q9WU19	CHEMBL4295985
Q9WTR1	CHEMBL4523498
Q8K409	CHEMBL4565
O08532	CHEMBL4676
Q64264	CHEMBL3737
Q08642	CHEMBL2321611
Q9JHR7	CHEMBL3232680
P97821	CHEMBL3454
Q61288	CHEMBL4105896
Q7TQN9	CHEMBL2069162
P22366	CHEMBL4523204
Q91ZZ5	CHEMBL3714702
O35936	CHEMBL4879413
P50571	CHEMBL2094133
P19096	CHEMBL1795189
Q08297	CHEMBL2034808
Q3UJB0	CHEMBL4879463
Q6VNS1	CHEMBL2791
P14234	CHEMBL2034795
Q01098	CHEMBL3832634
Q8BW75	CHEMBL3050
Q9QUI0	CHEMBL4523479
Q6VV64	CHEMBL5169168
P49117	CHEMBL4295769
P37040	CHEMBL4105861
P09470	CHEMBL2994
Q3U1N2	CHEMBL4630828
P47743	CHEMBL4626
Q62137	CHEMBL5250
P31482	CHEMBL5761
Q9JMH3	CHEMBL4296071
P70288	CHEMBL3832944
P70288	CHEMBL3883302
P70288	CHEMBL4523989
O08790	CHEMBL3407315
P29319	CHEMBL2034794
Q8BHJ7	CHEMBL2304
P04919	CHEMBL4523166
O08992	CHEMBL4739669
P43404	CHEMBL2034801
O88947	CHEMBL5169103
P11416	CHEMBL2792
P58871	CHEMBL4879443
Q9JJK2	CHEMBL4802018
Q9R078	CHEMBL4524004
Q62053	CHEMBL2488
P21845	CHEMBL4523201
Q8JZL2	CHEMBL4730
Q9D6Z1	CHEMBL4879510
Q9EPW9	CHEMBL2146341
P24822	CHEMBL3151
Q920L1	CHEMBL5725
Q8BMN3	CHEMBL3885610
Q61606	CHEMBL4773
P51557	CHEMBL2029195
Q8CIH5	CHEMBL3608199
O35129	CHEMBL4295659
P67778	CHEMBL3751656
P18894	CHEMBL2331068
Q9R1K6	CHEMBL1075291
P26040	CHEMBL3102687
P63158	CHEMBL2311237
Q61616	CHEMBL3071
O55040	CHEMBL3351216
Q99KQ4	CHEMBL3259474
Q9WVE8	CHEMBL2176817
Q8C131	CHEMBL2146354
P60487	CHEMBL3425392
E9Q4Z2	CHEMBL3108631
P70399	CHEMBL4295790
Q6X1Y6	CHEMBL3232696
P54761	CHEMBL4739680
Q9JHF9	CHEMBL2384895
P21761	CHEMBL2467
Q8VH37	CHEMBL2347
P06281	CHEMBL2615
Q8CCP0	CHEMBL4879489
O54819	CHEMBL4523142
P97926	CHEMBL3243907
P51683	CHEMBL5412
Q9D358	CHEMBL3593153
Q9QZX7	CHEMBL1075306
P70340	CHEMBL3883282
Q9D8I1	CHEMBL3259485
P51678	CHEMBL3406
Q8K1M6	CHEMBL2331072
P31649	CHEMBL5205
O88536	CHEMBL4739842
P07147	CHEMBL3638355
Q02111	CHEMBL1075295
P22605	CHEMBL3266
P97468	CHEMBL4523269
P49138	CHEMBL4990
P35377	CHEMBL3621
Q61586	CHEMBL3580525
Q9QUM0	CHEMBL3430894
Q923Y8	CHEMBL4908
P52479	CHEMBL4879440
P33434	CHEMBL3095
Q60714	CHEMBL2052039
Q01705	CHEMBL4295799
Q3UES3	CHEMBL3232703
Q5S006	CHEMBL2010622
Q6PFX9	CHEMBL3232702
Q01102	CHEMBL2455
O88838	CHEMBL3325309
O09127	CHEMBL4739670
P25911	CHEMBL2258
Q68EF4	CHEMBL4105794
P28867	CHEMBL2560
P70172	CHEMBL2073708
P48076	CHEMBL5169135
Q8BWD8	CHEMBL4888455
P50431	CHEMBL4396
P35363	CHEMBL5377
Q8C0L6	CHEMBL3408
P05532	CHEMBL2034798
Q62296	CHEMBL4680035
P49443	CHEMBL3309056
Q8R4K2	CHEMBL4630844
P51450	CHEMBL1293231
P01101	CHEMBL4105918
Q9WUL6	CHEMBL4523500
P34914	CHEMBL4140
Q8K0H1	CHEMBL3091264
P14901	CHEMBL4434
Q8BZ39	CHEMBL3351217
Q3UPL0	CHEMBL4879465
Q3TIR3	CHEMBL4879461
Q6NXK8	CHEMBL3232694
P11609	CHEMBL4523182
O55239	CHEMBL4295666
Q9WVC5	CHEMBL4523502
P12813	CHEMBL3308901
P39654	CHEMBL3259476
P30993	CHEMBL5746
Q8CB77	CHEMBL4879488
Q91WG0	CHEMBL2217
Q61263	CHEMBL4464
Q78DX7	CHEMBL2034802
Q9Z0K8	CHEMBL4802063
Q9Z351	CHEMBL2985
Q91WC9	CHEMBL5656
P97819	CHEMBL3259503
Q9R117	CHEMBL2321619
Q8BGE5	CHEMBL2176806
P35561	CHEMBL1293290
A4Q9F0	CHEMBL2401604
P56481	CHEMBL2854
Q9CQ10	CHEMBL4879506
Q80SU6	CHEMBL4295882
Q8CGK3	CHEMBL3259486
B2RQC6	CHEMBL2774
P63085	CHEMBL2207
Q9JJX6	CHEMBL2176849
Q64514	CHEMBL5512
O88508	CHEMBL3108652
Q9JL15	CHEMBL4105945
O54967	CHEMBL2079848
Q61224	CHEMBL4297
P97480	CHEMBL4296244
Q9QVP9	CHEMBL1075289
Q9R001	CHEMBL4879523
P54310	CHEMBL5935
Q8VCK6	CHEMBL3309047
Q04573	CHEMBL4739851
Q5EG47	CHEMBL1075161
Q9Z1B7	CHEMBL2111473
Q91WN4	CHEMBL3407318
Q9R0Q8	CHEMBL4105754
Q8VDG7	CHEMBL1795095
P97793	CHEMBL5771
P58307	CHEMBL2434819
Q9EPQ1	CHEMBL2146338
P70174	CHEMBL4322
P30558	CHEMBL4523212
Q01063	CHEMBL3846
P35546	CHEMBL2034799
P43346	CHEMBL2570
P35438	CHEMBL3885583
P51682	CHEMBL3676
P68404	CHEMBL3042
O35492	CHEMBL1075282
Q06219	CHEMBL3879839
P70302	CHEMBL4296085
P16056	CHEMBL5585
P70424	CHEMBL2311234
Q3U6B2	CHEMBL3259471
Q9CWU4	CHEMBL4879508
Q64326	CHEMBL2279
P29352	CHEMBL2157855
Q9JIS5	CHEMBL5169198
Q99KK2	CHEMBL4523436
P97321	CHEMBL5769
Q9WTN6	CHEMBL2073715
Q9Z0F8	CHEMBL4379
Q8BUY9	CHEMBL3301421
Q91WU2	CHEMBL2073716
Q9R0T8	CHEMBL4296094
Q9Z2V5	CHEMBL2878
Q9EQZ6	CHEMBL3593151
Q9WV08	CHEMBL4879524
Q9DC28	CHEMBL5175
P33766	CHEMBL1770037
P63073	CHEMBL6148
Q8VDP6	CHEMBL2176
Q9R1W5	CHEMBL2034811
O55143	CHEMBL4523144
O35988	CHEMBL2062355
P25962	CHEMBL4030
Q60748	CHEMBL2253
Q62172	CHEMBL5169159
P97477	CHEMBL2211
Q01853	CHEMBL3988606
P11440	CHEMBL4084
P18911	CHEMBL4177
Q8BH82	CHEMBL2163172
