From	To
Q00910	CHEMBL2073680
O70276	CHEMBL4523147
P37230	CHEMBL2129
P30560	CHEMBL2868
Q9JKC1	CHEMBL3403
P09217	CHEMBL2094266
P02692	CHEMBL5738
Q3ZAV1	CHEMBL1075239
P22909	CHEMBL327
Q99N02	CHEMBL2073689
P06685	CHEMBL3010
P07314	CHEMBL2943
Q62986	CHEMBL3021
P18598	CHEMBL4771
Q9QYL8	CHEMBL3784905
P48303	CHEMBL1914263
Q9EPX4	CHEMBL2188
Q8CFG6	CHEMBL3988639
P0C0L6	CHEMBL3308949
Q63644	CHEMBL5509
P46720	CHEMBL1781859
Q9Z1Z1	CHEMBL4105946
P13053	CHEMBL3150
P08104	CHEMBL4966
P00697	CHEMBL2297
Q9WVM4	CHEMBL2298
Q5M848	CHEMBL3721308
Q04666	CHEMBL4105998
P35400	CHEMBL3879
P48056	CHEMBL2111478
Q8R2H2	CHEMBL4296069
P11711	CHEMBL3509602
O70247	CHEMBL2176793
P70712	CHEMBL2969
Q9QYV0	CHEMBL4802019
Q62730	CHEMBL1914268
P06536	CHEMBL3368
Q4FZZ1	CHEMBL2176805
P70536	CHEMBL3996
P68403	CHEMBL3020
P10719	CHEMBL2176796
P10980	CHEMBL309
P28075	CHEMBL4523208
P59722	CHEMBL3638322
Q06496	CHEMBL4296024
P56819	CHEMBL3259473
P25023	CHEMBL2501
P31390	CHEMBL4701
P20781	CHEMBL3392921
Q5DRK1	CHEMBL4295846
P08482	CHEMBL276
P19139	CHEMBL3988629
Q9EP86	CHEMBL4571
P80204	CHEMBL4523265
P23385	CHEMBL4477
P14842	CHEMBL322
Q05343	CHEMBL4431
P21961	CHEMBL4523202
D4A7K7	CHEMBL4802001
P08689	CHEMBL4932
Q76KC6	CHEMBL2923
Q63421	CHEMBL2111322
P63079	CHEMBL2111374
P63079	CHEMBL3883322
P63079	CHEMBL4296047
P63079	CHEMBL4296048
P63079	CHEMBL4296049
P63079	CHEMBL4296050
P63079	CHEMBL4296051
P63079	CHEMBL4296052
P63079	CHEMBL4296053
P63079	CHEMBL4296054
P63079	CHEMBL4296060
P63079	CHEMBL4296061
P63079	CHEMBL4296062
Q05030	CHEMBL4125
P49430	CHEMBL4028
Q9QZX8	CHEMBL1781861
P97852	CHEMBL1075219
O88831	CHEMBL1795115
P46152	CHEMBL4105727
P15651	CHEMBL2176825
Q6P7S1	CHEMBL2331070
P30277	CHEMBL2093
P29276	CHEMBL2592
P31647	CHEMBL2111478
P04631	CHEMBL3763006
P48769	CHEMBL3271929
Q08834	CHEMBL1795132
Q80T02	CHEMBL1075223
P27471	CHEMBL3308948
P49653	CHEMBL2135
Q08602	CHEMBL4523995
P19468	CHEMBL2366469
P49185	CHEMBL5718
P42123	CHEMBL2176834
Q76EI6	CHEMBL3309100
P47866	CHEMBL3581
P00774	CHEMBL3888
P19493	CHEMBL3505
P30553	CHEMBL3508
